154;1189;9.900000;1201;small
155;554;9.900000;1597;small
156;994;9.900000;1366;small
157;1202;9.900000;1597;small
158;1032;9.900000;1694;small
159;604;9.900000;1704;small
160;1205;9.900000;1348;small
161;145;9.900000;1810;small
162;1028;9.900000;1309;small
163;1043;9.900000;1204;small
164;428;9.900000;1318;small
165;934;9.900000;1611;small
166;562;9.900000;1702;small
167;470;9.900000;1606;small
168;277;9.900000;1693;small
169;894;9.900000;1443;small
170;729;9.900000;1123;small
171;217;9.900000;1562;small
172;1375;9.900000;1209;small
173;286;9.900000;1999;small
174;827;9.900000;1649;small
175;1269;9.900000;1262;small
176;1070;9.900000;1138;small
177;1088;9.900000;1151;small
178;1020;9.900000;1152;small
179;1475;9.900000;1201;small
180;984;9.900000;1180;small
181;1554;9.900000;1209;small
182;943;9.900000;1203;small
183;1600;9.900000;1218;small
184;1570;9.900000;1227;small
185;276;9.900000;1284;small
186;3207;9.900000;1270;small
187;1350;9.900000;1269;small
188;2154;9.900000;1265;small
189;1370;9.900000;1277;small
190;2134;9.900000;1280;small
191;2014;9.900000;1296;small
192;2110;9.900000;1288;small
193;2048;9.900000;1290;small
194;1195;9.900000;1297;small
195;2035;9.900000;1298;small
196;1365;9.900000;1319;small
197;1383;9.900000;1334;small
198;2066;9.900000;1336;small
199;4345;9.900000;1409;small
200;4368;9.900000;1654;small
201;4417;9.900000;1380;small
202;4404;9.900000;1486;small
203;4270;9.900000;1597;small
204;4290;9.900000;1367;small
205;2174;9.900000;1364;small
206;4119;9.900000;1431;small
207;4189;9.900000;1556;small
208;3374;9.900000;1388;small
209;4326;9.900000;1816;small
210;4831;9.900000;1779;small
211;3719;9.900000;1862;small
212;4496;9.900000;1553;small
213;4152;9.900000;1849;small
214;4363;9.900000;1971;small
215;4542;9.900000;1731;small
216;4824;9.900000;1544;small
217;3929;9.900000;1677;small
218;4245;9.900000;1962;small
219;3893;9.900000;1635;small
220;4753;9.900000;1853;small
221;4563;9.900000;1909;small
222;3805;9.900000;1779;small
223;4320;9.900000;1825;small
224;4730;9.900000;1729;small
225;3941;9.900000;1559;small
226;4821;9.900000;1692;small
227;4943;9.900000;1745;small
228;4803;9.900000;1492;small
229;5058;9.900000;1549;small
230;4189;9.900000;1659;small
231;4074;9.900000;1908;small
232;3894;9.900000;1943;small
233;4539;9.900000;1516;small
234;4960;9.900000;1689;small
235;3902;9.900000;1627;small
236;4758;9.900000;1583;small
237;3986;9.900000;1432;small
238;3697;9.900000;1707;small
239;4660;9.900000;1516;small
240;4749;9.900000;1933;small
241;4582;9.900000;1448;small
242;4463;9.900000;1681;small
243;3888;9.900000;1650;small
244;3805;9.900000;1449;small
245;3320;9.900000;1490;small
246;3297;9.900000;1441;small
247;3173;9.900000;1425;small
248;3039;9.900000;1547;small
249;3198;9.900000;1450;small
250;1374;9.900000;1421;small
251;1345;9.900000;1427;small
252;3495;9.900000;1603;small
253;3458;9.900000;1529;small
254;3513;9.900000;1759;small
255;3418;9.900000;1660;small
256;3620;9.900000;1631;small
257;1481;9.900000;1663;small
258;1574;9.900000;1602;small
259;1475;9.900000;1520;small
260;1415;9.900000;1447;small
261;3608;9.900000;1457;small
262;3007;9.900000;1517;small
263;1366;9.900000;1463;small
264;1909;9.900000;1490;small
265;3388;9.900000;1493;small
266;397;9.900000;1516;small
267;3630;9.900000;1495;small
268;3076;9.900000;1505;small
269;2789;9.900000;1575;small
270;381;9.900000;1550;small
271;1498;9.900000;1554;small
272;2246;9.900000;1546;small
273;3434;9.900000;1544;small
274;4207;9.900000;1553;small
275;1399;9.900000;1580;small
276;339;9.900000;1630;small
277;2872;9.900000;1588;small
278;2211;9.900000;1585;small
279;2015;9.900000;1601;small
280;1365;9.900000;1610;small
281;271;9.900000;1598;small
282;1335;9.900000;1605;small
283;1899;9.900000;1609;small
284;1933;9.900000;1600;small
285;2222;9.900000;1606;small
286;2890;9.900000;1665;small
287;1326;9.900000;1623;small
288;1963;9.900000;1622;small
289;2010;9.900000;1624;small
290;3186;9.900000;1641;small
291;1279;9.900000;1629;small
292;1872;9.900000;1690;small
293;3148;9.900000;1632;small
294;2571;9.900000;1682;small
295;1654;9.900000;1653;small
296;2017;9.900000;1640;small
297;1549;9.900000;1666;small
298;3306;9.900000;1670;small
299;1920;9.900000;1674;small
300;2447;9.900000;1671;small
301;1830;9.900000;1685;small
302;3341;9.900000;1699;small
303;2400;9.900000;1755;small
304;2367;9.900000;1945;small
305;2325;9.900000;1770;small
306;2994;9.900000;1770;small
307;1910;9.900000;1698;small
308;2296;9.900000;1700;small
309;2327;9.900000;1714;small
310;2158;9.900000;1723;small
311;2225;9.900000;1727;small
312;1745;9.900000;1733;small
313;3622;9.900000;1776;small
314;2022;9.900000;1787;small
315;1873;9.900000;1834;small
316;2106;9.900000;1784;small
317;3471;9.900000;1825;small
318;3785;9.900000;1934;small
319;3475;9.900000;1910;small
320;2983;9.900000;1944;small
321;569;9.900000;1963;small
322;109;9.900000;1966;small
323;2897;9.900000;1977;small
324;3167;9.900000;2006;small
325;123;9.900000;1988;small
326;3020;9.900000;587;small
327;1699;9.900000;887;small
328;1028;9.900000;1280;small
329;1238;9.900000;1550;small
330;507;9.900000;1611;small
331;4750;9.900000;1734;small
332;2656;9.900000;1084;small
333;4320;9.900000;1111;small
334;1855;9.900000;1841;small
335;463;9.900000;12;small
336;5242;9.900000;1314;small
337;3063;9.900000;1690;small
338;2028;9.900000;626;small
339;373;9.900000;1290;small
340;1570;9.900000;416;small
341;1307;9.900000;1817;small
342;4981;9.900000;615;small
343;3409;9.900000;93;small
344;2371;9.900000;248;small
345;89;9.900000;1927;small
346;4033;9.900000;1519;small
347;3793;9.900000;14;small
348;899;9.900000;1178;small
349;4135;9.900000;1949;small
350;5121;9.900000;1843;small
351;1454;9.900000;850;small
352;2561;9.900000;615;small
353;1732;9.900000;457;small
354;2618;9.900000;2016;small
355;4258;9.900000;2038;small
356;4810;9.900000;306;small
357;901;9.900000;2039;small
358;5527;9.900000;561;small
359;833;9.900000;764;small
360;4210;9.900000;1625;small
361;4502;9.900000;1342;small
362;2264;9.900000;1233;small
363;48;9.900000;716;small
364;12;9.900000;71;small
365;395;9.900000;1569;small
366;205;9.900000;2036;small
367;3087;9.900000;1245;small
368;3812;9.900000;1722;small
